"	部门","	员工编码","	员工姓名","	打卡时间","	当前班次","	该班次的上下班时间","	当前楼层","	门禁名称","	状态","	地点"
"	人力资源部","	21033887","	张三","	2022-02-18 12:43:10","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-18 11:50:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-18 09:35:45","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-18 08:54:05","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-17 18:26:02","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机右出口"
"	人力资源部","	21033887","	张三","	2022-02-17 08:52:46","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-02-16 18:10:01","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-16 09:51:01","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-16 08:56:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-15 17:55:06","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-15 08:55:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-14 18:09:02","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-14 08:50:49","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-11 18:16:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-02-11 13:53:37","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼2层东侧入"
"	人力资源部","	21033887","	张三","	2022-02-11 13:51:38","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-02-11 13:50:09","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼1层东侧闸机A02入口"
"	人力资源部","	21033887","	张三","	2022-02-11 13:37:09","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	副楼1层东侧闸机A02出口"
"	人力资源部","	21033887","	张三","	2022-02-11 12:11:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-02-11 12:02:14","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机中出口"
"	人力资源部","	21033887","	张三","	2022-02-11 09:45:41","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-02-11 08:49:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-02-10 19:18:19","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-10 13:22:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-10 13:18:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-10 13:14:49","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-10 12:32:11","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-10 12:07:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-10 08:54:02","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-09 18:31:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-09 12:44:57","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-09 11:29:39","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-09 09:20:17","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-09 08:48:29","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-30 12:22:41","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-30 09:30:54","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-30 09:18:29","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-30 08:56:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-29 17:10:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-29 13:31:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-29 12:13:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-29 08:56:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-27 08:55:46","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-26 11:37:43","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机中出口"
"	人力资源部","	21033887","	张三","	2022-01-26 08:55:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-01-25 17:46:09","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机中出口"
"	人力资源部","	21033887","	张三","	2022-01-25 15:45:06","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-01-25 08:49:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-01-24 18:05:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-24 09:28:41","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-24 08:52:23","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-21 18:20:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-21 08:50:58","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-20 10:14:39","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-20 08:46:39","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-19 17:57:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-01-19 15:49:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-01-19 08:51:29","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-01-18 18:03:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-18 17:59:14","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-18 08:50:43","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-17 08:51:27","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-01-14 17:56:28","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-01-14 09:47:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-01-14 09:42:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	副楼1层东侧闸机A01出口"
"	人力资源部","	21033887","	张三","	2022-01-14 09:39:53","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-01-14 08:53:02","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-01-13 17:51:36","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-13 08:47:58","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-12 12:19:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-12 08:47:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-11 17:46:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-11 08:44:46","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-10 18:15:03","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-10 08:50:10","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-07 18:17:17","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-07 08:48:35","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-06 18:18:36","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-06 08:44:53","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-05 18:33:10","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-05 08:47:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-01-04 18:15:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-01-04 08:48:05","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
